,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/news_article\f6d61e16-d96c-4f29-bfb9-4fbba553ef9b.tiff,0.08426966292134831,0.7643401856763926,1,1,0.75
1,./DANE/train_set/news_article\f74aacaf-a228-4ce9-bbef-ae78820bd980.tiff,0.027577937649880094,0.07521684350132626,0,0,1.0
2,./DANE/train_set/news_article\f7f6938d-ab00-4d47-a870-e36bca22cc7e.tiff,0.03479381443298969,0.09361936339522546,0,0,1.0
3,./DANE/train_set/news_article\f808965c-18ed-4882-b191-89293c3622de.tiff,0.0708215297450425,0.07058501259445844,0,0,1.0
4,./DANE/train_set/news_article\f89a51f8-3b84-404c-8c1a-f9713ee9bbbf.tiff,0.085,0.07155305039787799,0,0,0.75
5,./DANE/train_set/news_article\f9302c83-cbd3-4d1c-b45f-0aa7ef434727.tiff,0.05185185185185185,0.04980566280566281,0,0,0.6666666666666666
6,./DANE/train_set/news_article\f97947fc-45d1-4682-a6ee-7c27f93cef47.tiff,0.020833333333333332,0.11373264781491002,0,0,1.0
7,./DANE/train_set/news_article\f9802f82-b03c-40a7-9c25-f623980d4ce3.tiff,0.04124860646599777,0.12320509554140127,3,1,0.6666666666666666
8,./DANE/train_set/news_article\fa90ded7-5bcc-4770-bb0e-8b02b2f8a90e.tiff,0.021337126600284494,0.2622201591511936,1,1,0.75
9,./DANE/train_set/news_article\fb2f8c45-f6d4-4994-9d04-90a4debf39c1.tiff,0.04672897196261682,0.0426949806949807,0,0,0.6666666666666666
10,./DANE/train_set/news_article\fb899ca9-eecf-46ae-8ef6-613450803a4a.tiff,0.15822784810126583,0.08833355437665782,0,0,0.75
11,./DANE/train_set/news_article\fb97d1ba-32a8-4c6a-9ef2-bd86c612850f.tiff,0.07951807228915662,0.08156563706563706,0,0,0.6666666666666666
12,./DANE/train_set/news_article\fc8942e0-1a6c-4615-9955-5a0c391aeadd.tiff,0.0513595166163142,0.08020664928292047,0,0,0.6666666666666666
13,./DANE/train_set/news_article\fcc96a84-fe3f-4505-a093-b756b3816dde.tiff,0.04500978473581213,0.25271530479896237,2,2,0.6666666666666666
14,./DANE/train_set/news_article\ff2c3dd9-1990-4cb1-ab4f-700bddf6b5e2.tiff,0.060546875,0.06643693693693693,0,0,0.6666666666666666
15,./DANE/train_set/news_article\ff465d63-4807-437e-8488-6db9f0a51383.tiff,0.12844036697247707,0.13242705570291777,3,1,1.0
16,./DANE/train_set/pit37_v1\0025418f-0afe-458e-bb61-aa26fbcb2cf9.jpg,0.09111617312072894,0.7628171296296297,2,1,1.0
17,./DANE/train_set/pit37_v1\003a221a-1383-4695-ad08-87c9ee201f0d.jpg,0.10512129380053908,0.5082888888888889,2,1,1.0
18,./DANE/train_set/pit37_v1\0049bd7c-6d39-48bd-8069-431533dae9bd.jpg,0.10144927536231885,0.6427976851851852,2,1,0.75
19,./DANE/train_set/pit37_v1\0169f679-949d-46a2-862b-ba13217c3f90.jpg,0.1643835616438356,0.4569546296296296,1,1,1.0
20,./DANE/train_set/pit37_v1\01b99db3-e090-4f3f-87e6-04984d8aca59.jpg,0.10212765957446808,0.6019680555555555,2,1,1.0
21,./DANE/train_set/pit37_v1\0298e122-2173-4936-aae9-d93f2bf4389a.jpg,0.11583011583011583,0.7449925925925925,1,1,0.75
22,./DANE/train_set/pit37_v1\04062568-ab8e-4ec1-8ff4-338badd9b426.jpg,0.08695652173913043,0.6535222222222222,2,1,1.0
23,./DANE/train_set/pit37_v1\04217968-12c5-4255-896d-3630eaa4a992.jpg,0.05730129390018484,0.7695087962962963,1,1,1.0
24,./DANE/train_set/pit37_v1\0466883a-0d21-4076-9105-c08075ebae1b.jpg,0.15827338129496402,0.5387115740740741,2,1,1.0
25,./DANE/train_set/pit37_v1\04c2136b-575e-420f-900e-02105737c907.jpg,0.14950166112956811,0.47560324074074073,1,1,1.0
26,./DANE/train_set/pit37_v1\05b6a795-97d1-4c01-b0a6-6e7919de1600.jpg,0.0870712401055409,0.6812351851851852,1,1,0.75
27,./DANE/train_set/pit37_v1\0670afee-2b2e-4a0f-af8b-17c712472bfd.jpg,0.06782608695652174,0.7080208333333333,1,1,0.75
28,./DANE/train_set/pit37_v1\070a521a-7038-4551-bc6a-bbb6f96e1505.jpg,0.09292929292929293,0.5747138888888889,2,1,1.0
29,./DANE/train_set/pit37_v1\0714abc7-3345-44da-b1f9-de71cb21158c.jpg,0.0903010033444816,0.6035967592592593,1,1,0.75
30,./DANE/train_set/pit37_v1\07229099-48aa-46c0-92e3-3ea28f8266f6.jpg,0.0672,0.6162680555555555,2,2,1.0
31,./DANE/train_set/pit37_v1\07f7a57e-29ad-412d-806b-13a125a01e41.jpg,0.11456628477905073,0.5811138888888889,2,1,1.0
32,./DANE/train_set/pit37_v1\07f8400d-6018-4e15-9e11-76a5ebede3fb.jpg,0.10046728971962617,0.5094152777777777,2,1,1.0
33,./DANE/train_set/pit37_v1\08b7a074-fbc3-4338-a6c6-22365ab15689.jpg,0.08649289099526067,0.7430791666666666,2,1,1.0
34,./DANE/train_set/pit37_v1\0953ec8e-34fe-43af-8c75-7b3fedc17f60.jpg,0.095703125,0.5554055555555556,2,1,1.0
35,./DANE/train_set/pit37_v1\09a99263-7a17-4a8b-8b99-6be4b28b1978.jpg,0.09914529914529914,0.7225810185185185,2,1,1.0
36,./DANE/train_set/pit37_v1\0aa2dade-3d36-4fed-9dbe-4ff0db4789b8.jpg,0.1896551724137931,0.5170055555555556,2,1,1.0
37,./DANE/train_set/pit37_v1\0b266fe1-4cd6-4665-a876-5db67d2fcc11.jpg,0.07469512195121951,0.7522462962962962,1,1,1.0
38,./DANE/train_set/pit37_v1\0b3bc594-5a10-4acd-9805-f43ec28ad7f1.jpg,0.18803418803418803,0.5146356481481481,2,1,1.0
39,./DANE/train_set/pit37_v1\0b9ec1c7-aa2f-48dc-bdaa-535cee9d625e.jpg,0.07523510971786834,0.8280282407407408,1,1,1.0
40,./DANE/train_set/pit37_v1\0ba0bf7a-27fe-4e35-94da-4bc98374bf7c.jpg,0.10978043912175649,0.48666203703703703,1,1,1.0
41,./DANE/train_set/pit37_v1\0cd42ae5-e5d6-4208-84a9-9b5014f4fc1a.jpg,0.19747899159663865,0.5885050925925925,2,1,0.75
42,./DANE/train_set/pit37_v1\0d63a782-f0b3-4da9-9e37-79c448a86ff0.jpg,0.08203125,0.7188111111111111,1,1,0.75
43,./DANE/train_set/pit37_v1\0d65bc0d-b361-4dcb-92a0-dd217870b9bb.jpg,0.0906515580736544,0.5604199074074074,2,1,1.0
44,./DANE/train_set/pit37_v1\0d718f98-381b-4766-8f2e-2c8d73aff1e4.jpg,0.1272264631043257,0.7283722222222222,2,1,0.5
45,./DANE/train_set/pit37_v1\0ee51220-0aa7-4e5b-8119-b699990e161a.jpg,0.11566265060240964,0.5284231481481482,2,1,1.0
46,./DANE/train_set/pit37_v1\106b1d89-3ef5-4760-97cd-50d0efbf45a5.jpg,0.1296928327645051,0.4713439814814815,1,1,1.0
47,./DANE/train_set/pit37_v1\107fa524-2ca5-40a6-8441-784ff97088be.jpg,0.13402061855670103,0.49227453703703705,2,1,0.75
48,./DANE/train_set/pit37_v1\10a30e16-bdd0-42ba-9b0d-256c57e36730.jpg,0.1,0.49863101851851854,2,1,1.0
49,./DANE/train_set/pit37_v1\10e7a705-d8f0-4ebb-9848-93e2d367e29a.jpg,0.1032258064516129,0.5211013888888889,2,1,1.0
50,./DANE/train_set/pit37_v1\1156fd78-82e1-4d47-9e7e-470156e77a94.jpg,0.04408352668213457,0.2573347222222222,4,3,1.0
51,./DANE/train_set/pit37_v1\1173d0b4-e661-4116-90f7-9c33d6348981.jpg,0.11494252873563218,0.5548277777777778,2,1,1.0
52,./DANE/train_set/pit37_v1\133edd0b-8b33-45be-8411-9bd07757bf75.jpg,0.1159090909090909,0.6019884259259259,2,1,0.75
53,./DANE/train_set/pit37_v1\13a54ebd-b58b-4614-af2f-7aaa1a3eec1c.jpg,0.0975609756097561,0.5405657407407407,2,1,1.0
54,./DANE/train_set/pit37_v1\13fff81a-9fee-4799-9a22-545f8b751cec.jpg,0.1121751025991792,0.6347162037037037,2,1,1.0
55,./DANE/train_set/pit37_v1\1423b90e-56be-4126-b0c6-e873b8a546f4.jpg,0.08801498127340825,0.588462037037037,2,1,1.0
56,./DANE/train_set/pit37_v1\14a1917f-b021-4cab-935c-1cd43277ed9e.jpg,0.12195121951219512,0.6352467592592592,2,1,1.0
57,./DANE/train_set/pit37_v1\14be0359-d092-4789-8b3f-6300ceab11ac.jpg,0.0789980732177264,0.7879467592592593,1,1,0.75
58,./DANE/train_set/pit37_v1\15332c4c-1fca-4cc3-9993-79e217e48764.jpg,0.07643312101910828,0.6446638888888889,2,1,1.0
59,./DANE/train_set/pit37_v1\1577fa3a-a63c-41a2-8475-cf0d3ebfb7a0.jpg,0.08604954367666232,0.6575013888888889,2,1,1.0
60,./DANE/train_set/pit37_v1\161a85c7-71ea-4fc7-a8ba-44813d5bf798.jpg,0.07248764415156507,0.2978222222222222,2,2,1.0
61,./DANE/train_set/pit37_v1\164f8bc6-b2a6-4b7e-a82f-18cd2dd39592.jpg,0.08208955223880597,0.7289087962962963,2,1,1.0
62,./DANE/train_set/pit37_v1\16c044b9-1048-4189-a165-ceeb3a6884ac.jpg,0.14222222222222222,0.6427083333333333,2,1,0.75
63,./DANE/train_set/pit37_v1\175ad1bc-e7d4-438c-a6e5-6687a23694af.jpg,0.07098765432098765,0.8043800925925926,1,1,1.0
64,./DANE/train_set/pit37_v1\175bab3d-6251-484d-b34c-880850578924.jpg,0.1935483870967742,0.46797453703703706,1,1,0.75
65,./DANE/train_set/pit37_v1\179d2684-cebf-497a-90fd-be981edc168a.jpg,0.08244680851063829,0.6633513888888889,2,1,1.0
66,./DANE/train_set/pit37_v1\17fef4ca-f668-41e3-aeea-0f5b62094a5a.jpg,0.17721518987341772,0.583074537037037,2,1,0.5
67,./DANE/train_set/pit37_v1\184e82bf-78ae-4d0a-a389-3d41b3fb4828.jpg,0.13617021276595745,0.5625648148148148,2,1,0.75
68,./DANE/train_set/pit37_v1\187145c1-fc07-4dae-b1a5-30a13dfb4cf9.jpg,0.07210031347962383,0.5932166666666666,1,1,0.75
69,./DANE/train_set/pit37_v1\18e42548-e794-4f26-bfb9-bd53ca05cf67.jpg,0.09013605442176871,0.6167796296296296,2,1,0.75
70,./DANE/train_set/pit37_v1\19ef52fc-3bb6-4919-be8e-57b1f294c26c.jpg,0.0915032679738562,0.6302458333333333,2,1,1.0
71,./DANE/train_set/pit37_v1\1a048ba4-b5e6-41e4-8d51-a1c4bb72cf52.jpg,0.06885758998435054,0.8590634259259259,1,1,1.0
72,./DANE/train_set/pit37_v1\1a571c0a-5f85-48ba-974a-851b5a153b14.jpg,0.1047040971168437,0.6277870370370371,2,1,1.0
73,./DANE/train_set/pit37_v1\1ab9b60f-a827-4996-b754-09826502ed7c.jpg,0.06843575418994413,0.7028782407407408,2,1,1.0
74,./DANE/train_set/pit37_v1\1add557f-ffe9-4890-8502-ebf35344343a.jpg,0.07317073170731707,0.8063837962962963,1,1,0.75
75,./DANE/train_set/pit37_v1\1c352577-5774-45a5-8a6c-7fd93613dd8e.jpg,0.08358208955223881,0.7180337962962963,2,1,1.0
76,./DANE/train_set/pit37_v1\1c84a03f-4efd-435e-b0a6-c5761e207c9d.jpg,0.0896551724137931,0.5225416666666667,2,1,1.0
