,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/resume\9feb5937-bde1-4af4-8395-94673b094dca.tiff,0.03565891472868217,0.1273633952254642,1,1,1.0
1,./DANE/train_set/resume\a02c4b4b-dd62-47f0-b649-0af16f3c4586.tiff,0.12105263157894737,0.021708549222797927,0,0,0.75
2,./DANE/train_set/resume\a067233d-e60c-4ebc-beea-2a03a7a774a5.tiff,0.045779685264663805,0.15494960212201592,1,1,1.0
3,./DANE/train_set/resume\a07311e6-46c1-4441-a6fb-e650f50ba487.tiff,0.12941176470588237,0.017919761273209548,0,0,1.0
4,./DANE/train_set/resume\a113f261-49b9-4379-a332-27ebac1e6b90.tiff,0.05755395683453238,0.09522811671087533,1,1,1.0
5,./DANE/train_set/resume\a12f53e5-1816-46af-a136-c01f3af1be0e.tiff,0.028,0.08172281167108754,0,0,1.0
6,./DANE/train_set/resume\a25f0089-222d-47c0-877a-305e6fb505cd.tiff,0.06575342465753424,0.06986405835543767,1,1,1.0
7,./DANE/train_set/resume\a27557fa-454e-404c-b325-050bf4547fe6.tiff,0.05069124423963134,0.5465019329896907,1,1,1.0
8,./DANE/train_set/resume\a28dae61-47ce-4022-8c1d-dd894ea1b124.tiff,0.036057692307692304,0.12784416445623342,1,1,1.0
9,./DANE/train_set/resume\a29de0a2-b0a8-4aba-b6fd-ec8b8dbdcf4f.tiff,0.07606263982102908,0.046724137931034485,0,0,1.0
10,./DANE/train_set/resume\a2d9b30a-c3f0-4afb-b5f3-0cd1b48455cc.tiff,0.049019607843137254,0.10658885941644562,1,1,1.0
11,./DANE/train_set/resume\a3265e8c-275b-4f4b-802a-79b05259afb1.tiff,0.1,0.02608670143415906,0,0,0.6666666666666666
12,./DANE/train_set/resume\a3702617-b9f6-4f8b-8913-68a4d40cecd7.tiff,0.06862745098039216,0.06654509283819629,1,1,1.0
13,./DANE/train_set/resume\a4657341-981f-4f6e-af34-bc87ada9d584.tiff,0.028727770177838577,0.10048209549071618,1,1,1.0
14,./DANE/train_set/resume\a46a390f-3ee9-447a-bee7-4a15ab8bf7f3.tiff,0.037383177570093455,0.014937002652519894,0,0,0.5
15,./DANE/train_set/resume\a49c29cd-2b3c-493f-bf4d-cda73a6d1aa3.tiff,0.03257328990228013,0.047434350132625994,0,0,1.0
16,./DANE/train_set/resume\a5622bb2-4bf1-480b-8b5e-c16daf096245.tiff,0.06521739130434782,0.09306697612732096,1,1,1.0
17,./DANE/train_set/resume\a584aa40-4f61-44e1-8eb7-25f134da21ef.tiff,0.05015197568389058,0.09854575596816977,1,1,1.0
18,./DANE/train_set/resume\a5e334f8-c092-4807-962d-cedf6e8bdf14.tiff,0.07061503416856492,0.06986273209549071,1,1,1.0
19,./DANE/train_set/resume\a7565d4d-4f37-4301-878f-56f2f42e53d4.tiff,0.045548654244306416,0.1231763925729443,1,1,1.0
20,./DANE/train_set/resume\a758d0b4-847b-4aea-9f63-7300608b700b.tiff,0.02786377708978328,0.05370623342175066,0,0,1.0
21,./DANE/train_set/resume\a787b809-e561-4186-9135-0bb26e23c637.tiff,0.03636363636363636,0.13277188328912468,1,1,1.0
22,./DANE/train_set/resume\a78e53cf-535e-4737-a36f-66a7d4265ac8.tiff,0.07268170426065163,0.09001392572944297,1,1,1.0
23,./DANE/train_set/resume\a90148e1-7cf1-4553-9247-9bc52da17a40.tiff,0.07048458149779736,0.0241470207253886,0,0,1.0
24,./DANE/train_set/resume\a92f92c5-e6f5-4741-b329-304225fce081.tiff,0.0581039755351682,0.11015915119363395,1,1,1.0
25,./DANE/train_set/resume\a94e2dc4-7610-4a33-8d13-6ae6791815f1.tiff,0.03571428571428571,0.13258090185676394,1,1,1.0
26,./DANE/train_set/resume\a9a40630-6ea6-40f2-901f-a8935ae35549.tiff,0.15979381443298968,0.61432824933687,1,1,1.0
27,./DANE/train_set/resume\aa10e65f-f42b-4844-b590-3e7d0a2ca2db.tiff,0.04264705882352941,0.14835477453580903,1,1,1.0
28,./DANE/train_set/resume\aa4c249c-719b-42b3-a338-5bc99a9ef6c7.tiff,0.058577405857740586,0.08161803713527852,1,1,1.0
29,./DANE/train_set/resume\aad3c74f-5ed9-48e9-94c1-f432f082017c.tiff,0.030303030303030304,0.054080901856763924,0,0,1.0
