,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/resume\47d07ac2-e4c1-4b1a-bd61-165c0093e9b6.tiff,0.04573804573804574,0.09842970822281168,1,1,1.0
1,./DANE/train_set/resume\486cf693-3f06-4821-b5f5-6babb1ccb032.tiff,0.07,0.03652137305699482,0,0,1.0
2,./DANE/train_set/resume\48fda18c-f8e5-4214-bf16-0e06d19172f2.tiff,0.05895196506550218,0.08992970822281167,1,1,1.0
3,./DANE/train_set/resume\4929c10d-1870-42af-aa54-be5e9609c6b1.tiff,0.05660377358490566,0.034909151193633955,0,0,1.0
4,./DANE/train_set/resume\4ad3ad0c-67dc-4de3-8e67-0327782260f8.tiff,0.05032822757111598,0.06599801061007958,0,0,1.0
5,./DANE/train_set/resume\4af4a652-19c0-4423-971e-8ee0035813d2.tiff,0.07758620689655173,0.03155968169761273,0,0,1.0
6,./DANE/train_set/resume\4b5b50d0-8ea6-4ba8-8bd6-316454599082.tiff,0.03695652173913044,0.07660079575596818,1,1,1.0
7,./DANE/train_set/resume\4bdc1a92-0f23-4c10-9e41-47f1b1ebae6a.tiff,0.04436860068259386,0.1190762599469496,1,1,1.0
8,./DANE/train_set/resume\4cc11cb6-1997-4e89-b0d1-f6dae652cd28.tiff,0.044929396662387676,0.13307228116710876,1,1,1.0
9,./DANE/train_set/resume\4cd5e85a-e573-4b77-b748-8222f5cb65c3.tiff,0.045813586097946286,0.11940915119363395,2,1,1.0
10,./DANE/train_set/resume\4d0075d5-ed34-4f43-a34a-52202fead7f5.tiff,0.07377049180327869,0.037945623342175064,0,0,1.0
11,./DANE/train_set/resume\4d7e9f32-053a-4e74-98df-0ead2fbd7f22.tiff,0.0332409972299169,0.12460411140583555,2,1,1.0
12,./DANE/train_set/resume\4e15c5ba-0fe1-40f1-8260-814c4285e6da.tiff,0.058394160583941604,0.07898607427055702,0,0,1.0
13,./DANE/train_set/resume\4e5a8495-32fd-446b-9df4-dde90809d850.tiff,0.037037037037037035,0.09796883289124668,0,0,1.0
14,./DANE/train_set/resume\5087297b-61ad-469e-8445-0a8c004c7c98.tiff,0.05975395430579965,0.12349668435013263,3,2,1.0
15,./DANE/train_set/resume\513639ed-e283-424f-9859-0959dc690336.tiff,0.05708245243128964,0.09484748010610079,1,1,1.0
16,./DANE/train_set/resume\516b6001-6ff3-4b2f-af2e-c05a93a821fe.tiff,0.06132075471698113,0.07144297082228117,0,0,1.0
17,./DANE/train_set/resume\51db5dc1-9828-4956-bf84-9a8c19c78a7a.tiff,0.04151624548736462,0.9576870026525199,1,1,1.0
18,./DANE/train_set/resume\521d581e-cf50-4b75-ac2d-865c92a3dded.tiff,0.020527859237536656,0.05121816976127321,0,0,1.0
19,./DANE/train_set/resume\53380090-1f32-428b-92f2-818e54741468.tiff,0.12320916905444126,0.029049071618037135,0,0,1.0
20,./DANE/train_set/resume\53c8ddda-b51d-4ab2-91ff-00154cddbca3.tiff,0.04526748971193416,0.04761803713527851,0,0,1.0
21,./DANE/train_set/resume\53da0302-8eff-45db-95b3-2913b0077fff.tiff,0.06951871657754011,0.26712997347480105,3,1,1.0
22,./DANE/train_set/resume\545565c5-5bbe-4020-9fba-ccb0d692459d.tiff,0.07506702412868632,0.08934217506631299,1,1,1.0
23,./DANE/train_set/resume\54d492d8-4826-4323-b022-7da40100ddd7.tiff,0.04081632653061224,0.061291777188328914,0,0,1.0
24,./DANE/train_set/resume\54ebe32b-621f-4fde-9cd1-76ded180b16c.tiff,0.054455445544554455,0.06431564986737401,0,0,1.0
25,./DANE/train_set/resume\5532a7a4-7a44-4882-8f73-14a391de9b6d.tiff,0.08024691358024691,0.08788461538461538,0,0,1.0
26,./DANE/train_set/resume\55b148a2-074a-4a4e-a86e-1c723ec85f3d.tiff,0.125,0.09213826998689384,4,4,0.3333333333333333
27,./DANE/train_set/resume\56dbd41f-1344-40cc-8ced-ffeb1b0c17db.tiff,0.044444444444444446,0.07581896551724138,0,0,1.0
