,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/invoice\fc862711-876a-472d-891d-da1145da2a06.tiff,0.1722488038277512,0.08769429708222812,2,2,1.0
1,./DANE/train_set/invoice\fc9ef10c-a53e-4300-99e9-f0c514331cdc.tiff,0.08839779005524862,0.019976159793814435,1,0,1.0
2,./DANE/train_set/invoice\fdf534dd-f23c-4779-a3bc-b527577666a1.tiff,0.15714285714285714,0.024944297082228117,1,0,1.0
3,./DANE/train_set/invoice\fe344b05-e86b-4d3c-a30b-d1bf9209cabe.tiff,0.13761467889908258,0.010212864721485412,0,0,0.75
4,./DANE/train_set/letter\007c98ec-9955-497f-8e74-2e7d85d75bf6.tiff,0.03482587064676617,0.047599758162031436,0,0,0.6666666666666666
5,./DANE/train_set/letter\008329b6-31cc-4829-8706-606b1d26c57e.tiff,0.2,0.7178877952755905,1,1,0.25
6,./DANE/train_set/letter\009d1c3a-7899-43ce-9932-51305dbcbac4.tiff,0.0641025641025641,0.02561206896551724,1,1,1.0
7,./DANE/train_set/letter\01ca1dd0-0b2c-415d-a23e-d47c6c29f144.tiff,0.11486486486486487,0.0322968152866242,1,1,0.6666666666666666
8,./DANE/train_set/letter\01d97ad2-5d14-479c-bfe4-b59559f219bd.tiff,0.0855614973262032,0.03011439588688946,0,0,1.0
9,./DANE/train_set/letter\01ecd8f5-6aa6-4869-b07c-78b3d4835d78.tiff,0.05343511450381679,0.03995755968169761,1,1,0.75
10,./DANE/train_set/letter\04ae4f20-40ac-4137-baeb-fc67c1abf1c1.tiff,0.15492957746478872,0.16391666666666665,1,1,0.75
11,./DANE/train_set/letter\04f15721-e29c-4cb0-a16d-f39e86405763.tiff,0.04361370716510903,0.04499343832020997,0,0,1.0
12,./DANE/train_set/letter\0528a5eb-b56f-4c48-a3e5-31da4845d9d3.tiff,0.048,0.1901543450064851,6,6,0.16666666666666666
13,./DANE/train_set/letter\052c51a2-a5ec-4482-985c-166f0fd0e98c.tiff,0.05188679245283019,0.022789124668435013,0,0,1.0
14,./DANE/train_set/letter\0532266c-a9fc-4443-af44-d66a76d28f44.tiff,0.0684931506849315,0.03033866837387964,1,1,0.6666666666666666
15,./DANE/train_set/letter\058ecb64-ccb4-4deb-9f30-a35956d28f79.tiff,0.05921052631578947,0.06724448767833982,1,1,0.6666666666666666
16,./DANE/train_set/letter\05c9a755-ff88-42d9-ad2d-b5358d34a443.tiff,0.03350515463917526,0.08024166666666667,1,1,1.0
17,./DANE/train_set/letter\061b3315-a6bb-4e39-9b4f-83b37a91c871.tiff,0.1078838174273859,0.029381233595800527,1,1,0.75
18,./DANE/train_set/letter\0654c0d8-12bd-43d3-bdc9-9a5e541d7633.tiff,0.061068702290076333,0.03480238726790451,1,1,1.0
19,./DANE/train_set/letter\068c1bda-76d3-429b-9b8c-5a5c2dc482f6.tiff,0.07816711590296496,0.04114906832298137,0,0,0.6666666666666666
20,./DANE/train_set/letter\068f8ea2-29ff-4f09-a15c-81850d2248ef.tiff,0.10059171597633136,0.027860103626943005,0,0,1.0
21,./DANE/train_set/letter\07fb2bd0-348e-4880-ae97-48c5b7373766.tiff,0.02748414376321353,0.09052955665024631,2,0,1.0
22,./DANE/train_set/letter\08f6cb93-1fa7-4224-af66-8d304d299619.tiff,0.04794520547945205,0.059770700636942675,2,2,0.6666666666666666
23,./DANE/train_set/letter\09611159-de71-40b5-879e-95ccb5306eaa.tiff,0.04271356783919598,0.07746485411140583,2,2,1.0
24,./DANE/train_set/letter\0978a957-fc25-4d35-ae35-63a3561472d1.tiff,0.03926096997690531,0.053117647058823526,0,0,1.0
25,./DANE/train_set/letter\0aaaae63-5fd2-475e-9a1d-91fd63104be2.tiff,0.03667953667953668,0.055082619339045284,0,0,0.6666666666666666
26,./DANE/train_set/letter\0ad15aa1-78bf-4e4f-86c4-f0c395785e38.tiff,0.014925373134328358,0.060807692307692306,1,0,0.6666666666666666
27,./DANE/train_set/letter\0b8fa95c-6543-4ac1-bae4-c9db1d9a32b2.tiff,0.07692307692307693,0.016173740053050396,1,1,1.0
