,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/umowa_sprzedazy_samochodu\dc8fea8a-245a-4d5a-ab50-c8486a78655a.jpg,0.0661764705882353,0.03752962962962963,0,0,0.75
1,./DANE/train_set/umowa_sprzedazy_samochodu\dd1de1cd-749f-497b-b3f8-d38043c4d908.jpg,0.12,0.03931435185185185,0,0,0.5
2,./DANE/train_set/umowa_sprzedazy_samochodu\dd8a0757-45e0-42db-b5d1-6fadb59a89b3.jpg,0.125,0.05991805555555556,0,0,0.75
3,./DANE/train_set/umowa_sprzedazy_samochodu\de55f796-80dd-4066-88d4-e258c382b85e.jpg,0.13333333333333333,0.04048888888888889,0,0,0.75
4,./DANE/train_set/umowa_sprzedazy_samochodu\df2ad216-5925-4c8e-92e2-da2fdf696795.jpg,0.08,0.06917592592592593,0,0,1.0
5,./DANE/train_set/umowa_sprzedazy_samochodu\dfeae6c4-a76a-40dd-a064-8edae2315df4.jpg,0.09363295880149813,0.030474074074074074,0,0,1.0
6,./DANE/train_set/umowa_sprzedazy_samochodu\e07332b6-dba0-41f9-aab6-db14fa676585.jpg,0.13618677042801555,0.0548625,0,0,1.0
7,./DANE/train_set/umowa_sprzedazy_samochodu\e147c9e9-e632-4a0e-b46d-d9cc0d1ea860.jpg,0.10810810810810811,0.04609490740740741,0,0,0.25
8,./DANE/train_set/umowa_sprzedazy_samochodu\e16cd522-a56a-485f-93f7-22623c4c2a86.jpg,0.13100436681222707,0.06513518518518518,0,0,1.0
9,./DANE/train_set/umowa_sprzedazy_samochodu\e2d6a1fe-1e7e-413a-8006-54cf4b57b5ca.jpg,0.2,0.036234722222222224,0,0,0.0
10,./DANE/train_set/umowa_sprzedazy_samochodu\e38a3009-7952-4938-b450-3ce31946e709.jpg,0.13333333333333333,0.040964814814814815,0,0,0.5
11,./DANE/train_set/umowa_sprzedazy_samochodu\e39a9567-e6e2-4e92-8342-f8cbd706ccf5.jpg,0.2,0.037172222222222225,0,0,0.75
12,./DANE/train_set/umowa_sprzedazy_samochodu\e3dbbc3a-2e6f-4e0d-b4fe-9efc1ee12d06.jpg,0.07317073170731707,0.03682361111111111,0,0,0.75
13,./DANE/train_set/umowa_sprzedazy_samochodu\e4669d2f-49bd-4b63-bed3-393d2888950c.jpg,0.18181818181818182,0.05701851851851852,0,0,0.75
14,./DANE/train_set/umowa_sprzedazy_samochodu\e528e789-7eaf-4f16-813c-4f8dcb6e9b89.jpg,0.2,0.035679166666666665,0,0,0.0
15,./DANE/train_set/umowa_sprzedazy_samochodu\e66f5eb0-34f2-4de3-b743-0791a0d1eba7.jpg,0.07407407407407407,0.05882037037037037,0,0,0.5
16,./DANE/train_set/umowa_sprzedazy_samochodu\e7d20c1b-b2c3-4fc7-b7db-1a13e3fbc0e8.jpg,0.05925925925925926,0.03713287037037037,0,0,0.75
17,./DANE/train_set/umowa_sprzedazy_samochodu\e8174b56-06e5-47a8-b80e-b5e5336a37cc.jpg,0.07511737089201878,0.0307625,0,0,1.0
18,./DANE/train_set/umowa_sprzedazy_samochodu\e888b2d7-142f-49bc-a8b8-7e958a5058f5.jpg,0.08653846153846154,0.02982175925925926,0,0,1.0
19,./DANE/train_set/umowa_sprzedazy_samochodu\e95ea5d3-9cf3-44fe-95d2-547ebc2a6739.jpg,0.05454545454545454,0.03702916666666667,0,0,0.75
20,./DANE/train_set/umowa_sprzedazy_samochodu\e9c245f7-c0a1-4081-9f43-18c75992215b.jpg,0.06451612903225806,0.04367175925925926,0,0,1.0
21,./DANE/train_set/umowa_sprzedazy_samochodu\eb95aa26-bb2a-48dd-9eef-94a2f3fe3ebf.jpg,0.07692307692307693,0.06328194444444445,0,0,1.0
22,./DANE/train_set/umowa_sprzedazy_samochodu\ebb0aaab-ff1d-4cb1-8233-70a766929b73.jpg,0.2,0.05679027777777778,0,0,0.25
23,./DANE/train_set/umowa_sprzedazy_samochodu\ecbd7a35-4719-4a5d-b62e-840046244781.jpg,0.06542056074766354,0.028889351851851854,0,0,1.0
24,./DANE/train_set/umowa_sprzedazy_samochodu\ed18db98-e4ae-43b6-b58a-fca6a97ad559.jpg,0.15384615384615385,0.04577175925925926,0,0,0.5
25,./DANE/train_set/umowa_sprzedazy_samochodu\ed36e289-1699-45d7-9faa-dabcafe8ea82.jpg,0.12121212121212122,0.05332407407407407,0,0,0.25
26,./DANE/train_set/umowa_sprzedazy_samochodu\ed6a31a7-74d9-465c-931d-9d5619de1b23.jpg,0.2,0.05807361111111111,0,0,0.0
27,./DANE/train_set/umowa_sprzedazy_samochodu\ed9aafb2-dd5c-4afb-a8d9-19614b0ac3ab.jpg,0.10526315789473684,0.059085185185185185,0,0,0.5
28,./DANE/train_set/umowa_sprzedazy_samochodu\edd8fc7b-506e-44f8-b540-0d58c75bec85.jpg,0.0962962962962963,0.04874212962962963,0,0,0.5
29,./DANE/train_set/umowa_sprzedazy_samochodu\edeed514-02f5-488b-bc09-515f1ef51f01.jpg,0.04411764705882353,0.04024861111111111,0,0,0.5
30,./DANE/train_set/umowa_sprzedazy_samochodu\ee4f2934-2530-4444-bd0d-0093943fc988.jpg,0.05357142857142857,0.03666712962962963,0,0,0.75
31,./DANE/train_set/umowa_sprzedazy_samochodu\f1f9082b-2521-4698-848b-5eb6a1076d55.jpg,0.07211538461538461,0.03082175925925926,0,0,1.0
32,./DANE/train_set/umowa_sprzedazy_samochodu\f2a60d3c-5dcd-497d-918d-5d4037377497.jpg,0.10852713178294573,0.03858287037037037,0,0,1.0
33,./DANE/train_set/umowa_sprzedazy_samochodu\f2b55ff3-ba21-4975-9e7f-2da03b42b944.jpg,0.09615384615384616,0.0557212962962963,0,0,0.5
34,./DANE/train_set/umowa_sprzedazy_samochodu\f3d3d491-1bce-4661-9fc9-6f73d6ba24e7.jpg,0.07216494845360824,0.047280555555555555,0,0,0.75
35,./DANE/train_set/umowa_sprzedazy_samochodu\f3eb69ff-8260-487f-b684-89655d2bb719.jpg,0.057692307692307696,0.03650787037037037,0,0,0.75
36,./DANE/train_set/umowa_sprzedazy_samochodu\f444c90d-4e65-466a-a311-4b97f0550b98.jpg,0.11538461538461539,0.03411851851851852,0,0,1.0
37,./DANE/train_set/umowa_sprzedazy_samochodu\f61f957c-04e6-49ca-8211-c04384781bc4.jpg,0.109375,0.02712962962962963,0,0,0.5
38,./DANE/train_set/umowa_sprzedazy_samochodu\f70fecf1-7815-4f79-bbc1-604d8e17c053.jpg,0.06521739130434782,0.0276375,0,0,0.5
39,./DANE/train_set/umowa_sprzedazy_samochodu\f7b2daf3-1208-472f-8d08-eabe74d6f22d.jpg,0.11764705882352941,0.05628194444444445,0,0,0.75
40,./DANE/train_set/umowa_sprzedazy_samochodu\f908466f-2ae5-408b-a2bd-7cb6d7d09d4a.jpg,0.08791208791208792,0.05294722222222222,0,0,1.0
41,./DANE/train_set/umowa_sprzedazy_samochodu\f909fee9-e009-4f48-8f10-bd730a95c80a.jpg,0.06862745098039216,0.047183333333333334,0,0,0.0
42,./DANE/train_set/umowa_sprzedazy_samochodu\f987fc4a-9bf2-496b-a63b-8f82a6c5c6fb.jpg,0.052083333333333336,0.038249074074074074,0,0,1.0
43,./DANE/train_set/umowa_sprzedazy_samochodu\f9b63faf-3e27-4a37-b47e-43dafbfbf3e8.jpg,0.2,0.047295833333333336,0,0,0.25
44,./DANE/train_set/umowa_sprzedazy_samochodu\fa435c76-6b9c-4870-b7de-1e7936e1adbc.jpg,0.09195402298850575,0.047249074074074075,0,0,1.0
45,./DANE/train_set/umowa_sprzedazy_samochodu\fb9fc922-22ad-4fbf-acf0-64477b7b164f.jpg,0.2,0.04375833333333334,0,0,0.25
46,./DANE/train_set/umowa_sprzedazy_samochodu\fc626b00-e310-44dc-a8dd-89e5269e8780.jpg,0.11574074074074074,0.061674074074074076,0,0,1.0
47,./DANE/train_set/umowa_sprzedazy_samochodu\fd1851af-5bf8-4934-9dd3-7502cfccabbd.jpg,0.09649122807017543,0.048063425925925926,0,0,1.0
48,./DANE/train_set/umowa_sprzedazy_samochodu\fe2720e6-94d0-4b2d-8964-1fb503120499.jpg,0.13186813186813187,0.036191203703703705,0,0,1.0
