,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/umowa_o_dzielo\440b5290-b05d-4e6a-b745-1c7f619643e8.jpg,0.08243727598566308,0.029993055555555554,0,0,1.0
1,./DANE/train_set/umowa_o_dzielo\448ff49c-8365-45ce-a511-11a133107b15.jpg,0.0858085808580858,0.039358333333333335,0,0,1.0
2,./DANE/train_set/umowa_o_dzielo\44d9ef7d-98b6-46ca-90ec-c38610b730f0.jpg,0.1875,0.03949490740740741,0,0,0.25
3,./DANE/train_set/umowa_o_dzielo\451c0d70-cf2f-4058-a53f-7d7c1508da59.jpg,0.07929515418502203,0.06222962962962963,1,0,0.75
4,./DANE/train_set/umowa_o_dzielo\481575e1-c30b-476e-8646-11186c854a3e.jpg,0.08994708994708994,0.07054351851851852,0,0,1.0
5,./DANE/train_set/umowa_o_dzielo\483343db-6e4a-40de-bbbf-37d4e55a5b49.jpg,0.0663265306122449,0.052114814814814815,0,0,0.75
6,./DANE/train_set/umowa_o_dzielo\4967a529-4f9f-4f8e-acab-cd74857b1bd9.jpg,0.1044776119402985,0.05537314814814815,0,0,0.75
7,./DANE/train_set/umowa_o_dzielo\4a3d3059-1da4-496f-b6cd-e89e71e6685f.jpg,0.10077519379844961,0.04794305555555556,0,0,0.75
8,./DANE/train_set/umowa_o_dzielo\4bffa1c1-7bc3-46a7-af11-923cae6467fb.jpg,0.07883817427385892,0.04524675925925926,0,0,1.0
9,./DANE/train_set/umowa_o_dzielo\4ca31447-a77a-48af-912d-a3078d204305.jpg,0.10060975609756098,0.04256481481481481,0,0,1.0
10,./DANE/train_set/umowa_o_dzielo\4eabc4f6-91c6-4eab-8aa9-751519c5a1b3.jpg,0.07086614173228346,0.03257175925925926,0,0,1.0
11,./DANE/train_set/umowa_o_dzielo\4eeeda09-1444-499a-919d-f6ecda9bfa22.jpg,0.10869565217391304,0.04016018518518519,0,0,1.0
12,./DANE/train_set/umowa_o_dzielo\4f38474f-3d04-40d0-953e-0919ff028df6.jpg,0.09608540925266904,0.04027962962962963,0,0,1.0
13,./DANE/train_set/umowa_o_dzielo\4faf8589-b5be-4622-8561-30c9fe2c7710.jpg,0.18181818181818182,0.04675925925925926,0,0,0.25
14,./DANE/train_set/umowa_o_dzielo\50625022-b357-4e19-a190-41861a4b5b37.jpg,0.12698412698412698,0.03370740740740741,0,0,1.0
15,./DANE/train_set/umowa_o_dzielo\50c43fa7-4835-4f79-a30f-5d2cdde2dba6.jpg,0.2,0.05158796296296296,1,0,0.25
