,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/questionnaire\8baa4be5-a8bb-4109-8ab8-ec3ccb9c5a17.tiff,0.05627705627705628,0.031656169665809766,0,0,1.0
1,./DANE/train_set/questionnaire\8c7c19cd-9687-4577-864e-91fc5aba1b15.tiff,0.11904761904761904,0.02049937655860349,0,0,1.0
2,./DANE/train_set/questionnaire\8ca45767-5bb6-4ee5-a9ff-593ff6e27a63.tiff,0.047619047619047616,0.01842705570291777,0,0,0.75
3,./DANE/train_set/questionnaire\8cf3109b-e2a5-4c86-9196-13ff9a49e9e9.tiff,0.09803921568627451,0.03861671087533156,0,0,1.0
4,./DANE/train_set/questionnaire\8d6c000e-0cde-46a9-a7cd-5c21428c9b31.tiff,0.10766423357664233,0.19094,3,2,0.6666666666666666
5,./DANE/train_set/questionnaire\8f1ebdcb-2bcb-454e-9e2e-40722c41b52f.tiff,0.08064516129032258,0.025419060052219323,0,0,1.0
6,./DANE/train_set/questionnaire\8fb282fb-5fb4-4845-ad71-4a950e83cac7.tiff,0.12307692307692308,0.0376875808538163,1,1,0.6666666666666666
7,./DANE/train_set/questionnaire\8ff439b2-79f1-4439-8759-c72822a533bf.tiff,0.08936170212765958,0.10356614173228347,3,0,0.6666666666666666
8,./DANE/train_set/questionnaire\9004294f-9f8c-43b0-bac7-06110bd5dba2.tiff,0.12366412213740458,0.13320130718954248,5,3,0.6666666666666666
9,./DANE/train_set/questionnaire\901720ed-6cda-4938-916c-ea34bdd818df.tiff,0.07120743034055728,0.08215649867374006,3,0,1.0
10,./DANE/train_set/questionnaire\9043ad81-a2f4-4ef5-8d37-10e24d3335b2.tiff,0.09141274238227147,0.080806875,1,1,1.0
11,./DANE/train_set/questionnaire\9099ccfa-39b9-44ea-aaeb-6da1ec4dd85a.tiff,0.07335907335907337,0.06194144144144144,3,1,0.6666666666666666
12,./DANE/train_set/questionnaire\909c863b-934c-4ca1-b48a-60d250f1614a.tiff,0.02982107355864811,0.11340848806366048,1,1,1.0
13,./DANE/train_set/questionnaire\90c54026-1406-458a-ab74-5169a416aada.tiff,0.04523809523809524,0.0988733595800525,1,0,1.0
14,./DANE/train_set/questionnaire\90f00766-5107-470e-ba20-9032a445f12d.tiff,0.05976095617529881,0.05016243654822335,1,1,1.0
15,./DANE/train_set/questionnaire\912aca36-23e3-4c36-a8c1-d28514e720b8.tiff,0.07106598984771574,0.32169562334217505,1,1,1.0
16,./DANE/train_set/questionnaire\9203d437-6e30-46e8-80ab-da3a230c9df5.tiff,0.10892586989409984,0.12914044213263978,4,3,0.6666666666666666
17,./DANE/train_set/questionnaire\9232021e-82e0-4a01-803c-857d8c3547ee.tiff,0.1016949152542373,0.08563658838071693,1,1,0.6666666666666666
18,./DANE/train_set/questionnaire\9268ae66-162d-4b82-a38f-03e6819d601f.tiff,0.12109375,0.0800498687664042,0,0,1.0
19,./DANE/train_set/questionnaire\929c06c8-8856-4f89-abdb-6b2cdd764764.tiff,0.03669724770642202,0.06778767123287671,0,0,0.6666666666666666
20,./DANE/train_set/questionnaire\93b5b7f0-0791-43b7-913f-094d440a0922.tiff,0.09836065573770492,0.03892307692307692,0,0,1.0
21,./DANE/train_set/questionnaire\94b45bf9-2b9d-45e6-9b57-efd44fef0874.tiff,0.07836990595611286,0.042796587926509186,0,0,1.0
22,./DANE/train_set/questionnaire\95654555-4433-408a-8ab1-cfacd66711db.tiff,0.1710843373493976,0.4284730769230769,48,15,1.0
23,./DANE/train_set/questionnaire\95b1002e-5073-4423-8355-73b49953d7fb.tiff,0.1524547803617571,0.15668633952254643,6,4,1.0
24,./DANE/train_set/questionnaire\95c01a18-2614-424d-a9f8-2e65940ded04.tiff,0.0846774193548387,0.04436604774535809,1,1,1.0
25,./DANE/train_set/questionnaire\9610e395-4924-4044-9daa-53cc40178c65.tiff,0.10978043912175649,0.02880968169761273,0,0,1.0
26,./DANE/train_set/questionnaire\96bb3205-39cd-47ba-a4d6-f009ed808045.tiff,0.13478260869565217,0.024679045092838196,1,1,1.0
27,./DANE/train_set/questionnaire\96ec3a24-99ce-47d5-bca4-3d3d0e8d11d5.tiff,0.09071274298056156,0.04505835543766578,0,0,1.0
28,./DANE/train_set/questionnaire\9711e5ef-62db-425d-8368-c384feb9c017.tiff,0.09107142857142857,0.1375,1,1,1.0
29,./DANE/train_set/questionnaire\97841dc5-8520-4d1c-94cf-a931916cdb7a.tiff,0.103397341211226,0.15381503267973856,3,2,0.6666666666666666
30,./DANE/train_set/questionnaire\978d9139-bc23-4477-80f9-061be345ecae.tiff,0.06793478260869565,0.02255901856763926,0,0,1.0
31,./DANE/train_set/questionnaire\97aa7a71-f0fa-4d4b-94b3-7d87043c1ec6.tiff,0.1368421052631579,0.015565337001375516,0,0,0.6666666666666666
32,./DANE/train_set/questionnaire\981ebd3f-78de-479c-b049-f350b27ac620.tiff,0.04105571847507331,0.11034308510638298,5,1,1.0
33,./DANE/train_set/questionnaire\98c588af-a492-49c5-94bb-b718581684b6.tiff,0.11428571428571428,0.08934482758620689,1,1,1.0
