,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/scientific_report\ab690114-a64d-447c-b09e-3b14d5a6c373.tiff,0.05309734513274336,0.06940185676392573,0,0,1.0
1,./DANE/train_set/scientific_report\abfe4cf9-1c12-4781-bfe6-bcb9df2c3303.tiff,0.07142857142857142,0.017474326059050065,0,0,0.6666666666666666
2,./DANE/train_set/scientific_report\ac59774e-42ad-469c-8624-f39afd6ed3e5.tiff,0.027777777777777776,0.053161518661518664,0,0,0.6666666666666666
3,./DANE/train_set/scientific_report\ad364dcb-cac8-4624-aa62-68e9ff80fdb0.tiff,0.0625,0.037485411140583555,0,0,1.0
4,./DANE/train_set/scientific_report\ad674a3a-ba31-470d-b125-b5469884ad3e.tiff,0.1896551724137931,0.0189237400530504,1,1,1.0
5,./DANE/train_set/scientific_report\ae0963cd-ec52-4971-9703-d4cad01e026a.tiff,0.037815126050420166,0.08173037323037323,0,0,0.6666666666666666
6,./DANE/train_set/scientific_report\ae79608a-8851-4fba-9cfd-34d51030ac04.tiff,0.0855106888361045,0.4845202614379085,1,1,0.6666666666666666
7,./DANE/train_set/scientific_report\ae81904b-f2f4-4b80-a911-2b1fcec6e6ec.tiff,0.08808290155440414,0.016208066581306017,0,0,0.6666666666666666
8,./DANE/train_set/scientific_report\afeed1a9-da3c-4afc-97b9-50343216965e.tiff,0.028380634390651086,0.07137997347480106,0,0,1.0
9,./DANE/train_set/scientific_report\aff8bf79-72d1-4e80-b4b2-b81305b29b85.tiff,0.10989010989010989,0.012983870967741935,0,0,0.6666666666666666
10,./DANE/train_set/scientific_report\b139e1db-8002-40d1-86af-5a9a7db53fa0.tiff,0.05555555555555555,0.019110608020698576,0,0,0.6666666666666666
11,./DANE/train_set/scientific_report\b20660b8-8341-476e-83c4-dffb58597276.tiff,0.13432835820895522,0.05810576923076923,0,0,0.75
12,./DANE/train_set/scientific_report\b27ab656-e058-440b-84b1-3861e8c2d253.tiff,0.10638297872340426,0.010745173745173746,0,0,0.6666666666666666
13,./DANE/train_set/scientific_report\b2814600-530c-48df-a998-62502ba99fca.tiff,0.08163265306122448,0.022638594164456235,0,0,1.0
14,./DANE/train_set/scientific_report\b2a0057c-6c5b-470b-9b46-363755224887.tiff,0.044444444444444446,0.01647039897039897,0,0,0.5
15,./DANE/train_set/scientific_report\b2add87a-e5f9-4df9-9a01-db6ea5cbb528.tiff,0.026362038664323375,0.08054442970822281,0,0,1.0
16,./DANE/train_set/scientific_report\b33c6085-400b-48d6-9c41-7772e4a4705f.tiff,0.027607361963190184,0.06081668856767411,0,0,0.6666666666666666
