,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/file_folder\2768a8af-e940-437e-a25f-3cec60f127de.tiff,0.07692307692307693,0.856034899328859,1,1,0.5
1,./DANE/train_set/file_folder\2771faa4-4cdc-4abc-a802-41d0598f6445.tiff,0.2,0.6686531830238727,1,1,0.0
2,./DANE/train_set/file_folder\27feea3e-bc9c-4242-89f3-939fb306be71.tiff,0.21428571428571427,0.09321750663129974,1,1,0.25
3,./DANE/train_set/file_folder\28f57c8b-c660-47c3-9416-bd29e3cb16ca.tiff,0.24390243902439024,0.7898105117565698,1,1,0.5
4,./DANE/train_set/file_folder\2998dcb9-1680-46b7-8398-31d667b1f55d.tiff,0.2222222222222222,0.0025732919254658386,0,0,0.16666666666666666
5,./DANE/train_set/file_folder\2a8e1b21-da56-4641-8482-2aaf7b262631.tiff,0.2222222222222222,0.0029814323607427057,0,0,0.0
6,./DANE/train_set/file_folder\2abf39bb-8f28-4218-8d8e-c2af3587ccd0.tiff,0.2222222222222222,0.4990294117647059,1,1,0.25
7,./DANE/train_set/file_folder\2b092d3b-36c5-45bf-badc-a22a8602ddb3.tiff,0.2,0.5507274535809018,1,1,0.0
8,./DANE/train_set/file_folder\2b3fb322-84a7-430c-a0c9-edee54630dac.tiff,0.10204081632653061,0.31898395061728396,1,1,0.5
9,./DANE/train_set/file_folder\2b518b85-151e-41df-af06-05aaa23f77a6.tiff,0.19047619047619047,0.006713642213642214,0,0,0.3333333333333333
10,./DANE/train_set/file_folder\2b81fabf-296f-4024-be5d-e926021342f4.tiff,0.16666666666666666,0.003486284289276808,0,0,0.75
11,./DANE/train_set/file_folder\2bf01374-c70c-486f-ac25-5da2a28447e7.tiff,0.2222222222222222,0.1505815649867374,1,1,0.25
12,./DANE/train_set/file_folder\2dab06ea-5abe-4e48-9066-a4fca842f903.tiff,0.2222222222222222,0.004433719433719434,0,0,0.3333333333333333
13,./DANE/train_set/file_folder\2f7e6d6e-37a4-4593-9f48-f7aa51ca5a9f.tiff,0.2222222222222222,0.7216325459317585,1,1,0.0
14,./DANE/train_set/file_folder\2f8bf981-8c46-485a-8e57-934c4eaafbb5.tiff,0.2222222222222222,0.29563963963963963,1,1,0.16666666666666666
