,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/umowa_na_odleglosc_odstapienie\40098afc-a1f8-4a72-b1bf-b571256f6b37.jpg,0.2,0.01883287037037037,0,0,0.25
1,./DANE/train_set/umowa_na_odleglosc_odstapienie\406c16c2-f47e-4695-9956-8f9126fbbd66.jpg,0.11904761904761904,0.016830555555555557,0,0,0.75
2,./DANE/train_set/umowa_na_odleglosc_odstapienie\41267c1e-35b3-4b99-9305-1541ca4fe2e0.jpg,0.2,0.019777314814814814,0,0,0.5
3,./DANE/train_set/umowa_na_odleglosc_odstapienie\416fa152-528a-4a3c-ac0a-1ab98bd9e200.jpg,0.14285714285714285,0.01564166666666667,0,0,1.0
4,./DANE/train_set/umowa_na_odleglosc_odstapienie\425fd674-9d06-4069-89e3-834fb00b119d.jpg,0.1510791366906475,0.018604166666666668,0,0,1.0
5,./DANE/train_set/umowa_na_odleglosc_odstapienie\42ed252f-b5c0-4bb7-8b8c-3f62cde8f6ff.jpg,0.1016949152542373,0.021918518518518518,0,0,0.25
6,./DANE/train_set/umowa_na_odleglosc_odstapienie\430c91b2-2814-4564-8d53-b36fd08bec0f.jpg,0.2,0.017372222222222223,0,0,0.5
7,./DANE/train_set/umowa_na_odleglosc_odstapienie\445aa05b-afd1-4ecf-bc5f-6939127aa9e5.jpg,0.11827956989247312,0.02364212962962963,0,0,1.0
8,./DANE/train_set/umowa_na_odleglosc_odstapienie\44618c79-67c2-463f-8ca3-7c7ef22a1619.jpg,0.13496932515337423,0.017231018518518517,0,0,1.0
9,./DANE/train_set/umowa_na_odleglosc_odstapienie\4490f2f5-d5d6-43dd-92b8-1ca894c69452.jpg,0.14035087719298245,0.017588425925925927,0,0,1.0
10,./DANE/train_set/umowa_na_odleglosc_odstapienie\44da2738-cc40-4a29-ba6d-b6d92810021a.jpg,0.14492753623188406,0.026586574074074075,0,0,0.75
11,./DANE/train_set/umowa_na_odleglosc_odstapienie\4637d5d9-5336-4d66-844d-e752e68796af.jpg,0.2,0.022126851851851852,0,0,0.25
12,./DANE/train_set/umowa_na_odleglosc_odstapienie\46a80846-46b2-448f-95af-691cbbcd98a5.jpg,0.12871287128712872,0.028763425925925925,0,0,1.0
13,./DANE/train_set/umowa_na_odleglosc_odstapienie\46c91170-6ed3-4c5c-81f2-bcb51e61ce96.jpg,0.2,0.021829166666666667,0,0,0.0
14,./DANE/train_set/umowa_na_odleglosc_odstapienie\47ae6131-a3c6-4b89-b8df-e253ec0d24cf.jpg,0.15702479338842976,0.03210324074074074,0,0,0.75
15,./DANE/train_set/umowa_na_odleglosc_odstapienie\48029f7a-391b-4a6d-adef-6aa9641a4211.jpg,0.16129032258064516,0.020907407407407406,0,0,1.0
16,./DANE/train_set/umowa_na_odleglosc_odstapienie\48e1234e-7dab-4016-a23e-3c174f573b24.jpg,0.1038961038961039,0.01669675925925926,0,0,0.5
17,./DANE/train_set/umowa_na_odleglosc_odstapienie\4a2cf26a-610d-4ccc-b978-7a6fd1edafa8.jpg,0.2,0.01928101851851852,0,0,0.0
18,./DANE/train_set/umowa_na_odleglosc_odstapienie\4a688ec7-454f-4f36-bee4-f5fa85350cdd.jpg,0.13559322033898305,0.015843518518518517,0,0,1.0
19,./DANE/train_set/umowa_na_odleglosc_odstapienie\4a847fe9-02de-492b-bbab-349dd85330f2.jpg,0.09473684210526316,0.025946296296296297,0,0,1.0
20,./DANE/train_set/umowa_na_odleglosc_odstapienie\4af60239-8f80-4536-bc67-fd97a58a5f35.jpg,0.11956521739130435,0.0255375,0,0,0.75
21,./DANE/train_set/umowa_na_odleglosc_odstapienie\4bbb4fb2-be31-46ef-904a-4583b6e91755.jpg,0.13333333333333333,0.031967592592592596,0,0,1.0
22,./DANE/train_set/umowa_na_odleglosc_odstapienie\4bc1badf-0f6f-477d-8d41-09511c4bffdd.jpg,0.1111111111111111,0.018762037037037035,0,0,0.75
23,./DANE/train_set/umowa_na_odleglosc_odstapienie\4c81ce82-1cc8-4522-be2f-f75aa5b1ce5a.jpg,0.13194444444444445,0.017821296296296297,0,0,1.0
24,./DANE/train_set/umowa_na_odleglosc_odstapienie\4c9d8636-4e95-48a8-8d8f-0bc0b10463ab.jpg,0.14782608695652175,0.01567824074074074,0,0,0.75
25,./DANE/train_set/umowa_na_odleglosc_odstapienie\4ca3131c-82ca-48b1-8fda-ca96494acaa1.jpg,0.12987012987012986,0.01313101851851852,0,0,1.0
26,./DANE/train_set/umowa_na_odleglosc_odstapienie\4d6ede1e-17ca-4ac1-8615-0e56bf46e0b4.jpg,0.11627906976744186,0.038094444444444445,0,0,0.75
27,./DANE/train_set/umowa_na_odleglosc_odstapienie\4dfe341d-2557-44ee-9148-5f4857826e68.jpg,0.12987012987012986,0.02371898148148148,0,0,1.0
28,./DANE/train_set/umowa_na_odleglosc_odstapienie\4e0a6721-4d43-4a7d-b083-a0fdb02c70b5.jpg,0.12307692307692308,0.017037037037037038,0,0,0.75
29,./DANE/train_set/umowa_na_odleglosc_odstapienie\4e5a5dcb-f025-48d0-bd67-704eac43c34e.jpg,0.11818181818181818,0.01594537037037037,0,0,1.0
30,./DANE/train_set/umowa_na_odleglosc_odstapienie\4e60bbfc-68d1-442c-83d5-3317670d002f.jpg,0.16666666666666666,0.031021296296296297,0,0,0.75
31,./DANE/train_set/umowa_na_odleglosc_odstapienie\4e8b8cd3-c1d7-4b6b-ae7f-f23967cc2408.jpg,0.1348314606741573,0.017538425925925926,0,0,0.75
32,./DANE/train_set/umowa_na_odleglosc_odstapienie\4f41b4e3-0ce3-4323-9408-d8349e122089.jpg,0.2,0.021899537037037037,0,0,0.75
