,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/advertisement\580d9aeb-8035-4339-a44d-8f59a54abf4a.tiff,0.13636363636363635,0.4414757217847769,1,1,0.75
1,./DANE/train_set/advertisement\5817bf7d-24ea-469f-a79f-6ca1809f9ece.tiff,0.05341246290801187,0.08085742705570292,1,1,1.0
2,./DANE/train_set/advertisement\58279cf0-f0de-4216-b807-fa5fff53891c.tiff,0.18518518518518517,0.13889987244897958,6,6,0.0
3,./DANE/train_set/advertisement\597fa320-9bf1-4b83-8e42-7acc41b5e53e.tiff,0.21875,0.9717380636604774,1,1,1.0
4,./DANE/train_set/advertisement\59d51007-919a-4dbc-ac76-87ccbefe79a4.tiff,0.21153846153846154,0.539825974025974,11,7,1.0
5,./DANE/train_set/advertisement\5a0c9690-d9f8-4d9f-8f96-a1429ef5c5b5.tiff,0.15723270440251572,0.0841216041397154,2,2,0.5
6,./DANE/train_set/advertisement\5a7108f0-3abb-48a9-88c3-aba071492550.tiff,0.2,0.10133091149273447,4,3,0.5
7,./DANE/train_set/advertisement\5af4bcb8-7ec1-49e6-8e02-5ac5bb2e3992.tiff,0.21428571428571427,0.5555066312997348,2,2,0.75
8,./DANE/train_set/advertisement\5b5e6550-820a-43e9-81ac-734081a9f395.tiff,0.0958904109589041,0.6741074270557029,1,1,0.5
9,./DANE/train_set/advertisement\5b6e8be5-dc8d-4184-85a3-7fccfb2bbf67.tiff,0.08059701492537313,0.17389602053915276,6,4,0.6666666666666666
10,./DANE/train_set/advertisement\5b901f4b-f738-47c1-9715-3cdf3754213d.tiff,0.13636363636363635,0.1118746719160105,5,5,1.0
11,./DANE/train_set/advertisement\5bfc0ce1-2f1f-4629-a8f9-8feafd13762e.tiff,0.12234042553191489,0.15315155440414507,5,5,1.0
12,./DANE/train_set/advertisement\5c217816-df1b-4df3-aaaf-d728ce591dea.tiff,0.22580645161290322,0.05024540682414698,1,1,0.75
13,./DANE/train_set/advertisement\5c4f4997-0366-4235-b3e7-b1c0bb712983.tiff,0.09848484848484848,0.461747198007472,1,1,0.6666666666666666
14,./DANE/train_set/advertisement\5d2ff101-a3b8-430e-83ee-07eb23abef23.tiff,0.0660377358490566,0.13446850393700788,2,2,0.5
15,./DANE/train_set/advertisement\5d65c9dc-1a75-422f-b1b1-71f8017bffb0.tiff,0.2222222222222222,0.02072214854111406,1,1,0.75
16,./DANE/train_set/advertisement\5dd92d82-0abf-41ae-beee-84abdd1320de.tiff,0.2222222222222222,0.8946939820742638,1,1,0.16666666666666666
17,./DANE/train_set/advertisement\5f21974b-7c1c-47fa-9598-ca4c40c1d4d1.tiff,0.2127659574468085,0.09821003963011889,2,1,0.3333333333333333
18,./DANE/train_set/advertisement\5f652075-b175-46ae-88d2-67027c084816.tiff,0.019886363636363636,0.10486164736164737,1,1,0.6666666666666666
19,./DANE/train_set/advertisement\608a498d-cbb6-4844-ab72-83a6b874232d.tiff,0.06521739130434782,0.7475358090185676,1,1,0.5
20,./DANE/train_set/advertisement\60b7b8b3-7ab0-4eb6-b589-8ea92da174e3.tiff,0.09734513274336283,0.7617519893899204,2,1,1.0
