,filepath,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages,nonEmptySections
0,./DANE/train_set/handwritten\4be3683f-0b81-41b9-9cab-50035fbd4d5e.tiff,0.1,0.023590848806366048,1,0,0.75
1,./DANE/train_set/handwritten\4c4a9ce5-0ae0-4140-a3f8-83972849f808.tiff,0.1016949152542373,0.024463527851458885,0,0,1.0
2,./DANE/train_set/handwritten\4c7b7791-1f3f-43e1-a82a-55a47876e5db.tiff,0.11627906976744186,0.032199115044247786,1,1,0.6666666666666666
3,./DANE/train_set/handwritten\4c924715-0d69-46be-801e-d38e700d63ed.tiff,0.1015625,0.07233819628647215,1,1,0.75
4,./DANE/train_set/handwritten\4ccbd552-29c4-4e48-bb88-2e73faa2cbbe.tiff,0.11666666666666667,0.05718700265251989,3,3,1.0
5,./DANE/train_set/handwritten\4dd4e662-62a7-407b-ad66-d4efe9e7e257.tiff,0.16666666666666666,0.0364104774535809,2,1,0.5
6,./DANE/train_set/handwritten\4de31f4e-26f9-46ce-a841-0d5520a0fb91.tiff,0.24581005586592178,0.23077917771883288,8,6,1.0
7,./DANE/train_set/handwritten\4dfd54b6-343b-4e31-b6ef-11fee66a3257.tiff,0.0625,0.03471618037135279,1,0,0.5
8,./DANE/train_set/handwritten\4e1fb3e0-01a0-4d3e-ad42-9f852d4e6ce6.tiff,0.23809523809523808,0.0939290450928382,6,2,0.75
9,./DANE/train_set/handwritten\4e94d7c2-967b-4d1c-ad71-1203dd9d5c11.tiff,0.2,0.03230636604774536,1,0,0.5
10,./DANE/train_set/handwritten\4ecffe6b-3e5b-4e6f-af3b-1ccd790da775.tiff,0.1568627450980392,0.0394290450928382,3,2,0.25
11,./DANE/train_set/handwritten\4f29e47e-c43f-4d3d-8360-fbee00eb54d3.tiff,0.15151515151515152,0.03402519893899204,1,1,0.5
12,./DANE/train_set/handwritten\4f7c7e98-6586-41d6-be56-596f3b198fcc.tiff,0.15789473684210525,0.061627984084880634,0,0,1.0
13,./DANE/train_set/handwritten\501242c5-c9d6-4116-a204-2fdb85652ae0.tiff,0.15753424657534246,0.11026799485861183,4,2,1.0
14,./DANE/train_set/handwritten\503b68ba-7cb2-4ee7-916a-b48bb68efec8.tiff,0.07142857142857142,0.039879310344827584,3,1,0.5
15,./DANE/train_set/handwritten\511eaaa4-6331-49f8-9aa2-db110b1c8754.tiff,0.0730593607305936,0.05371551724137931,1,1,1.0
16,./DANE/train_set/handwritten\511f7f3f-f2e0-4183-9095-39191f14d67a.tiff,0.056338028169014086,0.03583819628647215,0,0,1.0
17,./DANE/train_set/handwritten\516452af-d3a1-44d2-a93f-b0dc27609b43.tiff,0.1746031746031746,0.057617906683480456,2,2,0.6666666666666666
18,./DANE/train_set/handwritten\51e0f8b6-6b3d-4c7f-a9b9-c8e579290795.tiff,0.24812030075187969,0.040154509283819625,2,2,0.5
19,./DANE/train_set/handwritten\521336f8-c607-4de4-9ad1-44cbdff53950.tiff,0.15343915343915343,0.035525198938992045,1,0,0.75
20,./DANE/train_set/handwritten\52290db7-ddc8-4e35-b33d-2b4e6851bec1.tiff,0.0425531914893617,0.03460344827586207,1,0,1.0
21,./DANE/train_set/handwritten\52458bc3-3f7f-4580-8333-a248cdc509dc.tiff,0.0375,0.04126856763925729,1,0,1.0
22,./DANE/train_set/handwritten\5301074b-06f6-4d3c-9a99-be4e0ebfd707.tiff,0.2391304347826087,0.0777526525198939,2,2,0.5
23,./DANE/train_set/handwritten\53c8df06-360a-4e23-94a3-01e206f0c3d5.tiff,0.05172413793103448,0.07348010610079575,1,1,1.0
24,./DANE/train_set/handwritten\543e3fa0-cb21-4e49-9fab-f4b8ee06d6e5.tiff,0.18518518518518517,0.08939058355437665,5,5,0.5
25,./DANE/train_set/handwritten\56e19212-a9b6-4e17-97a9-c18ef9385b13.tiff,0.0962962962962963,0.029738063660477453,1,1,1.0
26,./DANE/train_set/handwritten\56ea6311-1ac6-476d-9e15-a0cc61c90b80.tiff,0.2222222222222222,0.05782490272373541,3,2,0.16666666666666666
27,./DANE/train_set/handwritten\5744ec07-e907-4295-bf91-63b402526f8a.tiff,0.10784313725490197,0.024557717250324254,1,1,0.6666666666666666
28,./DANE/train_set/handwritten\57cca696-6871-46db-b968-d9e178e82571.tiff,0.018575851393188854,0.09286803713527851,2,1,1.0
29,./DANE/train_set/handwritten\58e87602-1821-4f39-ae98-c7f362240e7b.tiff,0.09322033898305085,0.028344827586206895,1,1,0.5
30,./DANE/train_set/handwritten\58f81e96-75d4-4188-855d-f12badf513fe.tiff,0.19008264462809918,0.018696286472148542,0,0,0.75
31,./DANE/train_set/handwritten\5959f69b-c14f-4130-9e08-3bb240c5e07a.tiff,0.2,0.08492229299363058,4,3,0.3333333333333333
32,./DANE/train_set/handwritten\596a056e-bf6c-4887-a975-5a5650531325.tiff,0.10526315789473684,0.022854111405835542,1,1,1.0
33,./DANE/train_set/handwritten\59b9ddb9-45ab-439f-8efd-1155aed123ca.tiff,0.07392996108949416,0.033901155327342745,0,0,0.6666666666666666
34,./DANE/train_set/handwritten\5a0de1f2-d205-43b4-a1d0-52d0db49dd8e.tiff,0.06557377049180328,0.07503955901426719,3,2,0.3333333333333333
35,./DANE/train_set/handwritten\5a35b7d0-0954-4dd7-a6d1-1ab9107a3aff.tiff,0.109375,0.020600795755968168,1,1,0.75
36,./DANE/train_set/handwritten\5a72424a-6427-4a09-88a0-202770bbf23f.tiff,0.15555555555555556,0.08033753315649868,3,3,0.75
37,./DANE/train_set/handwritten\5ab7e6ff-4b69-4a3a-867f-b71f8e2a307c.tiff,0.2222222222222222,0.0735186136071887,2,1,0.16666666666666666
38,./DANE/train_set/handwritten\5b191d25-a751-4cf0-96d2-7462565f79d1.tiff,0.15584415584415584,0.015933023872679045,0,0,1.0
39,./DANE/train_set/handwritten\5b597d19-f73b-4817-b551-28ae0103ac6b.tiff,0.09868421052631579,0.08704575596816976,2,2,1.0
40,./DANE/train_set/handwritten\5c4e3d8f-dd12-4494-ad43-9c782e8db5a0.tiff,0.10071942446043165,0.039467506631299734,1,0,1.0
41,./DANE/train_set/handwritten\5cb2bebb-a104-4cc0-9a14-a786df62213c.tiff,0.15384615384615385,0.042482758620689655,1,1,0.75
42,./DANE/train_set/handwritten\5d25f253-9493-486d-8594-17c1eb2102e3.tiff,0.15789473684210525,0.3873216180371353,5,5,0.5
43,./DANE/train_set/handwritten\5d4bbb28-da81-49f4-bacf-aeda97b56f8b.tiff,0.2,0.13625862068965516,2,2,0.25
44,./DANE/train_set/handwritten\5e05b384-36ee-41d3-a3d4-93ca1be85f37.tiff,0.16666666666666666,0.06133974358974359,0,0,0.25
45,./DANE/train_set/handwritten\5e93a0ce-37c3-4bed-a63b-1fcb7f812ef1.tiff,0.078125,0.06423738680465718,1,1,0.6666666666666666
46,./DANE/train_set/handwritten\5eccb2a6-1324-4e52-830c-4fea1aa6cfdc.tiff,0.2222222222222222,0.04014787798408488,2,1,0.75
47,./DANE/train_set/handwritten\5edcc27d-8c7d-4138-9ff6-b703a9c85412.tiff,0.05825242718446602,0.027730106100795755,1,1,0.75
48,./DANE/train_set/handwritten\5f265bdf-1b7c-44c3-a415-7a4cf1f8a5a8.tiff,0.17682926829268292,0.0463854033290653,2,2,0.5
49,./DANE/train_set/handwritten\5f699af5-318c-4ca3-9420-8f31a9fc7f42.tiff,0.14193548387096774,0.07334935897435897,0,0,1.0
50,./DANE/train_set/handwritten\5f9f279d-4d63-4130-a8b1-be2ad20d8c34.tiff,0.2222222222222222,0.14579708222811671,3,3,0.0
51,./DANE/train_set/handwritten\5fc1f034-f25d-4aa7-9c82-779252fb1625.tiff,0.24528301886792453,0.034524453024453026,2,1,0.3333333333333333
52,./DANE/train_set/handwritten\5ff6a432-c12e-4d2a-9825-4f41d6cd2a29.tiff,0.21621621621621623,0.005828793774319066,0,0,0.5
53,./DANE/train_set/handwritten\5ffb64bf-9f99-4eb2-929d-602f754187dd.tiff,0.24528301886792453,0.05413262599469496,4,4,0.75
